modele,Nom,couleur,cathegorie,marque,prix,Description,link
SUPPORT,Generic Support multifonctionnel pour téléphone portable orientale trépied télescopique pour Selfie,Noir,electronique,Generic,5000,"['la\xa0ventouse, dispositif de fixation\xa0;', 'les ventouses sous les\xa0bras\xa0des\xa0céphalopodes\xa0;', 'la\xa0ventouse\xa0servant à déboucher des canalisations\xa0;', ""la\xa0ventouse, le récipient que l'on chauffe et applique sur la peau dans la médecine traditionnelle\xa0;"", ""la\xa0ventouse obstétricale, l'instrument d'extraction du fœtus.""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/139811/1.jpg?8008
CASQUE,Generic Lot de 5 Casques Audio Bluetooth - P47 + EDR - Version 2022,n/A,electronique,Generic,13205,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/857121/1.jpg?1620
ALL IN 1,"Generic Microphone Cravate - Lavalier  pour smartphone, enregistrement vidéo YouTube Live Stream AP09 3 IN 1 For Type-C",Noir,electronique,Generic,58900,"['Fréquence : 2.4GHz', ""Tension d'entrée : DC4.8-5.4V"", 'Port de charge : pour Lightning', 'Capacité de la batterie : 75mAh', 'Distance de transmission : 8 m avec barrière, 20m sans barrière', 'Taille du microphone : 60*15 * 10mm', 'Poids du microphone : 7g', 'Taille du récepteur : 44*28 * 7mm', 'Poids du récepteur : 3g']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/958121/1.jpg?5995
Haut parleur,Fashion Mégaphone Audible 1000m,Blanc,electronique,Fashion,29800,"['Produit:mégaphone', 'Audible : 1000 m', 'SOURCE :12v rechargeable', 'Dimension :(L)360mm(D)210mm', 'Utilisation :chantiers,Randonnée,Meetings,plage,']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/77979/1.jpg?9696
samsung,"Samsung Téléviseur - Ecran 43"" - Full Hd - Garantie 12 Mois",noir,electronique,Samsung,235000,"['Marque : Samsung', 'Dimensions de l’écran : 43 pouces (109,22 cm)', 'Type : LED série 5', 'Résolution : 1920 x 1080', 'Wide Color Enhancer Plus ( sublimateur de couleurs)', 'HDMI : 2  USB : 1 \xa0Clean View', 'Mode Film  Incrustation d’images  Mise hors tension automatique', 'ConnectShare (USB 2.0)  Triple protection', 'Entrée composante (YPbPr) : 1', 'Entrée composite (AV) : 1 (Utilisation courante pour Composante Y) Entrée RF (entrée terrestrecâble) : 1', 'Dolby Digital Plus  DTS Codec Anynet + (HDMI-CEC)', 'Sortie du Son 20 W', 'Poids avec pieds : 8.2 kg', 'Poids sans pieds : 8 kg', 'Dimensions avec pieds (L x H x P): 979.9 x 596.6 x 170.3 mm', 'Dimensions sans pieds (L x H x P): 979.9 x 571.9 x 77.3 mm', 'Garantie : 12 Mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/766121/1.jpg?9192
Adeqwat,Autre Chargeur sans fil à induction QI,orange,electronique,Autre,4900,"['Catégorie : Chargeur induction', 'Appareil compatible : Téléphone portable', 'Modèle(s) compatible(s) : Conçu pour les smartphones Qi (Charge à induction)', 'Puissance (en watts) : 10 W', 'Type de chargeur : Avec câble', 'Marque compatible : UNIVERSEL pour tous smartphones compatible charge sans fil induction QI', 'Couleur : orange', 'Ampérage (A) : 1.8', 'Connecteurs Câble : USB']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/556811/1.jpg?5674
ELECTRONIAUE,"LG Téléviseur - LG - Smart Tv - Ecran 49"" - L/H 108.5 x 61 cm - Noir - Garantie 12 Mois",Noir,electronique,LG,354900,"['Marque:\xa0LG', 'Modèle:\xa049LK5400PTA', 'Sous catégorie:\xa0Téléviseur', 'Technologie écran:\xa0LED', 'Taille écran:\xa049""', 'Résolution écran:\xa01920*1080 pixels', 'Connectivité (ports):\xa0HDMI 2, USB 1', 'Couleur : Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/318/1.jpg?9962
Neuf,Generic Écouteur bluetooth TWS pro 5 s,Dimensions( longueur x profondeur x hauteur en cm,electronique,Generic,11000,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/276121/1.jpg?1239
Support,Generic Support Mural Décodeur DVD Acier Verre,Noir,electronique,Generic,6000,"['Détails', 'Nom du produit : Support Mural DVD', 'Materiel: acier', 'Installation: Support Mural', 'Taille du produit :300×200×217cm', 'Taille de la couche :5mm', 'Charge: Environ 13kg', 'Couleur :Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/611811/1.jpg?5943
Tv Box,Generic Super VGA TV Box Noir,Noir,electronique,Generic,16990,"[""Entrée d'alimentation : DC 5V=600mA"", 'Entrée :RF 47-870MHZ', 'Entrée Vidéo : 1vp-p(PAINTSC)', 'Résolution option : 800* 6001024*768', 'Sortie de fréquence', 'Fréquence horizontal :37khz-48khz', 'Fréquence Vertical ; 60HZ( taux de rafraîchissement).']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/20209/1.jpg?8651
FA370S,Astech Congélateur Vertical 7 Tiroirs- Astech - Gris - Garantie 12 Mois - Classe A+,Gris,electronique,Astech,469000,"['Type Produit : Congélateur', 'Type congélateur : Vertical', 'Marque : Astech', 'Modèle : FA370', 'Capacité : 370 Litres', 'Classe énergétique : A+', 'Nombre de tiroirs\xa0 : 7', 'Couleur : Gris']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/38999/1.jpg?3071
0.534,"RAF Fer à vapeur électrique, Mini fer à vapeur ménagers portable",Aléatoire,electronique,RAF,8900,"['Type de produit : Fer électrique à vapeur', 'Marque : Raf', 'Modèle : R.1808B', ""Source d'énergie : Électrique"", 'Puissance (W) : 500', 'Tension (V):\t220', 'Poids : 534g', 'Semelle en céramique', 'Taille :\t9*12*24 cm', 'Longueur corde : 1,5 m', ""Capacité de Réservoir d'Eau :\t350ml"", 'Temps de Chauffage : 5 minutes', 'Temps de Repassage : 30 minutes', 'Pulvérisation :\tOui', ""Système d'auto-nettoyage élimine les dépôts minéraux et les impuretés à éliminer""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/990121/1.jpg?8712
mégaphone,Fashion mégaphone audible 1000 m,"blanc,rouge,bleu",electronique,Fashion,29980,"['produit:mégaphone', 'Audible : 1000 m', 'SOURCE :12v rechargeable', 'Dimension :(L)360mm(D)210mm', 'utilisation :chantiers,Randonnée,Meetings,plage,']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/57706/1.jpg?6851
FM ET 2 USB,Generic CAR MP3 PLAYER FM AVEC 2 USB,NOIR,electronique,Generic,5490,"['2 USB', 'Bluetooth', 'FM', 'anti parasite']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/97903/1.jpg?3420
UYD,"Generic Support Mural TV Orientable -TV LED ( 14"" a 55"") - Noir",Noir,electronique,Generic,6900,"[""Support universel réglable LCD  plasma jusqu'à 140 cm"", 'Inclinaison verticale et horizontale', 'Qualité supérieure', 'Structure en acier', 'Usinage laser', 'Platine VESA universelle', 'Gestion des câbles', 'Distance du mur réduite', 'Coloris : noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/12788/1.jpg?3632
STCC-230,SMART TECHNOLOGY Congélateur Horizontal 197 Litres Brut- Gris - STCC-230 - Garantie 12 Mois,Gris,electronique,SMART TECHNOLOGY,170000,"['Garantie : 12 mois', 'Type de produit : Congélateur coffre', 'Modèle :\xa0STCC-230', 'Volume brute: 197 L', 'Classe climatique : T', 'Capacité de congélation : 9Kg24heures', 'Tension : 220-240V', 'Fréquence : 50 Hz', 'Niveau sonore : 42 dB', 'Courant: 1.1A', 'Puissance de la lampe: 2W', 'RéfrigerantVolume: R600a35g', ""Gaz de Soufflage D' Isolation: C5H10"", 'Dimensions : 74.7x 60.2x 86.6 cm', 'Poids : 31.3 Kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/202811/1.jpg?2363
Lc 360,"High Tech Lampe ring light ( 36 Cm / 14 Inch ) Lampe Selfie + Trépied 2,1 mètres",Noir,electronique,High Tech,32900,"['Forme: Annaux', 'Ampoule led : 366 pièces', 'Diamètre extérieur : 36cm', 'Diamètre intérieur :31cm', 'Température de couleur :3200k-5600k', 'Dimmable: OUI', 'Watts:48W']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/00879/1.jpg?7041
LED 17 Pouces,Generic LED Téléviseur 17 Pouces avec port HDMI + support mural,N/A,electronique,Generic,31500,"['Type Produit : Téléviseur LED', 'Marque : AMK', 'Taille écran : 19 Pouces', 'Résolution : 1366x768 Pixels', 'HDMI : Oui', 'USB : Oui']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/84149/1.jpg?8701
Home Cinéma,Generic Mini Home Cinéma - avec port USB Bluetooth carte TF,N/A,electronique,Generic,18900,"['Bluetooth sans fil', 'USB lecteur MP3', 'TF Lecteur MP3', 'Radio FM', 'AUX IN', 'Résistant aux éclaboussures']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/80389/1.jpg?5524
STR-9090H,SMART TECHNOLOGY Réfrigérateur 2 Portes 580 Litres - Gris -STR-9090H- Garantie 12 Mois,Gris,electronique,SMART TECHNOLOGY,500500,"['Type de produit : réfrigérateur', 'Marque : Smart Technology', 'Modèle : str-9090h', 'Volume brute : 610l', 'Volume net : 580 l', 'Classe climatique : stt', 'Mode de protection contre les chocs électriques: I', 'Tension : 220-240 v', 'Fréquence : 50-60 hz', 'Courant normal: 0.8 a', 'Puissance nominal de la lampe: 2+2', 'Pouvoir dégivrant: 200w', 'Consommation d’énergie: 0.85 kwh24h', 'Réfrigérant : r600a', 'Dimensions :85.7×71.3×183.2cm', 'Poids : 89 kg', ""Economie d'energie"", 'Condenseur exterieur', 'Thermostat reglable', 'Poignet elegnat', 'Tropicalise', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/427911/1.jpg?4483
Caméra,Generic Caméra IP Wifi CCTV V380 HD1080p Contrôle De L'application - Blanc,Blanc,electronique,Generic,12800,"['*Audio Compression Standard: G.711a', '*Video Frame Rate :Max 25 fps', '*Auto Tracking:Support', '*Motion Detection: Support', '*Aduio Input  Output : Input built in microphone, output built in horn', '*IR Night Vision: 6pcs IR LEDs, night vision up to 33 feet', '*Local Storage: TFSD card, max support 8GB', '*Alarm Actions: Message push to APP (V380Pro)', '*Power: 5V(Android mobile phone same)', '*Power Consumption:\xa0moins que\xa05W']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/142121/1.jpg?6687
Watch H40,White Smart Watch montre connectée avec téléphone H40  - Qualité Garantie,N/A,electronique,White,27000,"[""Taille de l'écran: 1.54 HD IPS, 240*240 2.5D surface capacitif de l'écran tactile fox est complètement adapté à l'écran tactile"", 'Puce CPU: MTK2502', 'Puce de fréquence cardiaque: HRS3300', ""Batterie: batterie au lithium intégrée, le temps de travail est d'environ 1-2 jours"", 'Configuration système requise: Android 5.0 et supérieur, IOS 9.0']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/293711/1.jpg?2475
32N5300AS,"Samsung Téléviseur - Samsung - 32"" - Smart Tv - Garantie 12 Mois",Noir,electronique,Samsung,185000,"['Marque: Samsung', 'Model:\xa032N5300AS', 'Taille de l’écran: 31,5 pouces', 'Type d’affichage: LED', 'Plate-forme intelligente: Samsung Smart TV', 'Plage dynamique élevée (HDR): Non', 'Technologie d’amélioration de mouvement: Taux de mouvement 60', 'Nombre d’entrées HDMI: 2', 'Résolution verticale: 1080p (Full HD)']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/068/1.jpg?6443
Camera de surveilance,Generic Caméra Surveillance WIFI sans Fil Détection de Mouvement Infrarouge + MicroSd 64Go,blanc,electronique,Generic,19836,"['camera ampoule de surveillance', 'produit de haute qualite', 'produit garanti', 'haute resolution avec des images tres claires', 'detection de mouvement automatique', ""vision nocturne grace a l'infrarouge""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/26299/1.jpg?6564
samsung,"Samsung Téléviseur - 32"" - Smart Tv - Garantie 12 Mois",noir,electronique,Samsung,170000,"['Marque : Samsung', 'Téléviseur\xa0Samsung 32"" - LED HD -\xa0Série 4', 'Résolution:\xa01366 x 768p', 'Audio Dolby Digital Plus - Haut-Parleurs 2 x 10W', 'Connecteurs: 2 x HDMI, 2 x USB', 'Dimensions\xa0728.7 x 521.7 x 180.9 mm', 'Garantie 12 Mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/857121/1.jpg?1620
Accessoires,Smart 10 balance wheel Tête téléphone typ c type c,Longueur cm largeur cm,electronique,Smart 10 balance wheel,2000,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/372401/1.jpg?1886
RL,Generic ALARME SANS FIL POUR PORTE FENÊTRE ET AUTRES,N/A,electronique,Generic,20000,"['Magnétique', 'Infrarouge', 'Remote control alarme', 'Alarme sonore très puissant', 'Batterie longue durée']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/03089/1.jpg?7374
32DM5,Astech TV LED 32 Pouces - HD - Noir,Noir,electronique,Astech,80000,"['Type Produit : Téléviseur LED', 'Marque : Astech', 'Modèle : 32DM5', 'Taile écran : 32 pouces', 'HDMI : Oui', 'USB : Oui', 'Couleur : Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/94489/1.jpg?1050
coffret,Generic Coffret à chapelet - Chapelet electronique couleurs differentes,ALEATOIRE,electronique,Generic,2999,"['Chapelet éléctronique', 'Chapelet traditionnel', 'coffret', 'Qualité superieure', 'leger et facile à porter']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/77799/1.jpg?8520
Radio FM avec écran digital,"Generic Radio FM avec écran digital - IMP3 Rechargeable ,avec port USB alimentation pile",N/A,electronique,Generic,10900,"['TORCH', 'USB', 'SD PLAYER', 'RECHARCHEABLE BATTERIE', 'POWER FULL SOUND', 'MP3', 'Hi-Fi']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/322201/1.jpg?6350
H0,Generic Moulin à Grains - Electrique,argent,electronique,Generic,6475,"['Taille : 160 x93mm', 'Poids : 477g', 'Puissance : 100~200w', 'Matériel : acier inoxydable', 'Tension nominale  fréquence : 220v']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/23606/1.jpg?5003
Osmo Mobile 4,Dji Osmo Mobile 4 - Stabilisateur de Cardan 3 Axes Compatible avec iPhone et Smartphone,Gris,electronique,Dji,150000,"['Poids du téléphone compatible : 230 ± 60 g.', 'Épaisseur du téléphone compatible : 6,9-10 mm.', 'Largeur du téléphone compatible : 67-84 mm.', 'Batterie - Capacité: 2450 mAh.', 'Durée de fonctionnement : 15 heures.', 'Temps de charge: 2,5 heures.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/231611/1.jpg?5394
24*23*22,Puluz Mini boîte studio photo pliable PULUZ,Multicolor,electronique,Puluz,14500,"[""Type d'article: pliage Photostudio Set ;"", 'Matériau de couverture: aluminium ;', 'Quantité de perles de la lampe: 64 ;', 'Luminosité des perles de la lampe: 24-26lm ;', 'Température blanche: 6500K ;', 'Température du blanc chaud: 3200K ;']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/82263/1.jpg?5822
moyen,Generic Séche linge rétractable étendoir ailes latérales - Pratique,bleu gris,electronique,Generic,18900,"['Séchoir surdimensionné', 'Installation facile', 'Matériau robuste et durable', 'Mobile']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/396121/1.jpg?4350
DF1-11N,Elactron Réfrigérateur Bar 94 Litres - DF1-11N - Argenté - Garantie 12 Mois,Argenté,electronique,Elactron,97000,"['Type produit : Electroménager', 'Marque : Elactron', 'Modèle :\xa0DF1-11N', 'Nom : Réfrigérateur bar', 'Capacité : 94\xa0litres', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/33489/1.jpg?9326
Batteries,Generic Chargeur Batterie pour piles rechargeables AA/AAA 1000 mAh,Noir,electronique,Generic,9990,"[""Piles rechargeables de haute qualité disponibles en plusieurs tailles d'emballage avec ou sans station de charge"", ""Les batteries de qualité supérieure peuvent supporter jusqu'à 500 recharges complètes"", ""La station de charge intelligente offre une charge rapide et efficace pour jusqu'à 4 piles AA ou 4 piles AAA rechargeables"", ""Plus d'un million de produits de batterie Venom vendus au Royaume-Uni seulement"", ""La station d'accueil peut également être utilisée pour charger d'autres piles rechargeables AA et AAA de marque""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/158911/1.jpg?2730
support dvd,White Label Support Mural DVD - Acier Verre,N/A,electronique,White Label,3000,"['Nom du produit: SUPPORT MURAL DVD', 'Par rang: Série économique', 'Matériel: acier, verre', 'Couleur disponible: Noir', 'Taille du produit: 300x200x217mm', 'Installation: Support mural', 'Taille de la couche: 300 × 200', 'Épaisseur de couche: 5mm', 'Charge évaluée: 12 kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/58639/1.jpg?5123
Électronique,3rd and Bird Support 1 TB 8 USB 1x 6 sortie,Blanc,electronique,3rd and Bird,4500,"['Poids env.70 g', 'Longueur dû câble environ 45 cm', 'Matériel A B S', ""Taux trensfert de date jusqu'à 460 mbps"", 'Comptabilité Windows 7, vista .xp98.2000.moi et systèms Linux']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/434711/1.jpg?1411
1,Generic Support mural TV écran plat 14 à 42 Pouces,Noir,electronique,Generic,3900,"[""Trou d'installation : 50×50mm 75×75mm 100×100mm 200×100mm\xa0 200×200mm 250×210mm."", 'Variété De vis matériel est inclus pour installer le téléviseur sur le support.', ""Si votre téléviseur nécessitedes vis spéciales, vous devrez les acquérir auprès d'une quincaillerie."", ""S'incline pour permettre un accès facile aux connecteurs situées à l'arrière du téléviseur."", 'Bonne qualité']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/500001/1.jpg?1500
moyen,Generic Mixeur - blender de jus - multifonctions-1.5 L,noir,electronique,Generic,23655,"['Caractéristiques : Multifonctionnel', 'Application: Hôtel , Commercial , Ménage', ""Source d'énergie: usb, batterie, électrique"", 'Type de contrôle : Bouton poussoir', 'Matériau du conteneur : Plastique', 'Matériau du boîtier : Plastique', 'Capacité (l) :1.5', 'Nombre de paramètres de vitesse : 3', 'Puissance (W) : 600', 'Traction (V) : 220']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/914121/1.jpg?9773
R-20MT-S,Sharp Micro onde - SHARP - R-20MT-S - 1270W - 20L - 12 mois,Gris,electronique,Sharp,79900,"['Type de produit:\xa0Micro onde', 'Marque:\xa0SHARP', 'Model:\xa0R-20MT-S', 'Couleur:\xa0Argent', 'Contenance:\xa020L', 'Puissanse:\xa01270W', '255mm De diamètre Table tournante', '6 Menu de cuisson automatique', '11 Niveaux de puissance', 'Porte miroir', 'Type de contrôleur :\xa0Clavier', 'Contrôleur d’affichage :\xa0Smart LED', 'Type de porte d’ouverture:\xa0Push botton', 'Clé Temps Defrost', 'Off Mode (mode économie d’énergie)', 'Garantie:\xa006 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/249711/1.jpg?3446
electronique,"Samsung Téléviseur - Ecran 43"" - L/H 95.2 x 53.5 cm - Full Hd - Garantie 12 Mois",Noir,electronique,Samsung,235000,"['Marque : Samsung', 'Modèle : 43N5000AS', 'Dimensions de l’écran : 43 pouces (109,22 cm)', 'Type : LED série 5', 'Résolution : 1920 x 1080', 'Wide Color Enhancer Plus ( sublimateur de couleurs)', 'HDMI : 2  USB : 1 \xa0Clean View', 'Mode Film  Incrustation d’images  Mise hors tension automatique', 'ConnectShare (USB 2.0)  Triple protection', 'Entrée composante (YPbPr) : 1', 'Entrée composite (AV) : 1 (Utilisation courante pour Composante Y) Entrée RF (entrée terrestrecâble) : 1', 'Dolby Digital Plus  DTS Codec Anynet + (HDMI-CEC)', 'Sortie du Son 20 W', 'Poids avec pieds : 8.2 kg', 'Poids sans pieds : 8 kg', 'Dimensions avec pieds (L x H x P): 979.9 x 596.6 x 170.3 mm', 'Dimensions sans pieds (L x H x P): 979.9 x 571.9 x 77.3 mm', 'Garantie : 12 Mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/318/1.jpg?7686
Support DVD,White Label Support Mural Pour décodeur DVD - Acier Verre,Noir,electronique,White Label,4490,"['Nom du produit: SUPPORT MURAL DVD', 'Par rang: Série économique', 'Matériel: acier, verre', 'Couleur disponible: Noir', 'Taille du produit: 300x200x217mm', 'Installation: Support mural', 'Taille de la couche: 300 × 200', 'Épaisseur de couche: 5mm', 'Charge évaluée: 12 kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/084/1.jpg?1923
"14,80 cm x 82,00 cm x 54,00 cm",Elactron Téléviseur LED Haute Définition -24 pouces -support tv offert,Noir,electronique,Elactron,63800,"['TV LED', 'HDMI', 'langue OSD: anglais  persan  arabe  français  espagnol  russe  hébreu', 'USB', 'Fréquence de rafraîchissement\xa0 60 Hz', 'Taille du panneau (pouces)\t32 pouces', 'Unité de rétroéclairage LED', 'Format vidéo HDMI']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/04406/1.jpg?2687
Bracelet en silicone,White Bracelet en silicone pour smart Watch 42-44/mm ML,N/A,electronique,White,3000,"['Bracelet confortable au poignet', 'Fermeture à clou et passant', 'Matériel de qualité et compatible avec les séries 1 à 5', 'Classique et élégant et va mettre en valeur votre montre', 'Couleur noire']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/60679/1.jpg?6322
B27,Generic Support mural TV fixe 14-42 pouces,Noir,electronique,Generic,4000,"['Type de produit: Support mural', 'Taille de télé: 14 à 42 pouces', 'Capacité de charge: 25 kg', 'Distance au mur: 25mm', 'Epaisseur: 1mm', 'Poids: 0.5 kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/49599/1.jpg?1095
NT-56,Generic Bouilloire électrique en acier inoxydable Satala 6L,argen,electronique,Generic,13900,"['Couleur: Argent', 'Matériau: acier inoxydable', 'Tension nominale: 220V', 'Fréquence nominale: 50Hz', 'Capacité nominale: 6L']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/237611/1.jpg?2820
Support de téléphone de voiture,Generic Support de téléphone de voiture rotation universelle multifonctionnel,N/A,electronique,Generic,4500,"['Spécification:', 'Nom: support de pince suspendu multifonctionnel', 'Matériau: ABS', 'Catégorie: support', 'Taille: environ 14.6*5.5*2.6cm', 'Application: rétroviseur de voiture, siège, cuisine, chambre à coucher, table, armoire, etc.', 'Le forfait comprend: 1 * support']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/900021/1.jpg?2044
6 x 5 x 2,Generic Chargeur de Batterie 3.7 1.2V  Universel - Noir,Noir,electronique,Generic,13050,"['Modèle de produit : BH-042100-02U', ""La tension d'entrée: DC 5V 1-2A"", 'La tension de sortie : cc 3,7 V 1000 mA', 'Taille du produit : 60*35*12mm', 'Modèle de batterie compatible : 10440 14500 16340 16650 18350 18500 18650 26650 batterie rechargeable']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/984701/1.jpg?5069
MP AUTO,"White Label Lecteur MP3 Bluetooth pour voiture, mains libres, sans fil, appel mains libres, carte FM, chargeur USB",N/A,electronique,White Label,3800,"['Les méthodes de fonctionnement du Bluetooth peuvent varier selon les téléphones mobiles.', 'Si le système est redémarré après la mise hors tension, certains téléphones mobiles peuvent ne pas reprendre automatiquement la connexion Bluetooth. Une connexion manuelle est nécessaire.', ""Le système est compatible avec 95% des téléphones mobiles du marché, mais pas avec quelques autres. Veuillez faire attention à la compatibilité lors de l'achat du système."", ""En mode d'appel téléphonique, le volume doit être modéré pour éviter d'affecter l'autre extrémité de l'appel."", ""N'utilisez pas le système dans des conditions poussiéreuses, à forte humidité ou à température extrême."", 'Empêche le système de tomber, pour éviter tout dommage.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/62389/1.jpg?3447
Gj0406,Cst Détecteur de Métaux,Noir,electronique,Cst,31500,"['Taille: longueur 411mmx85mm x45mm', 'alimentation, pile standard de 6 à 9 v avec pile rechargeable incluse', 'fréquence: environ 25KHZ', 'Tension: 9V', 'Poids net: 450g (sans batterie)', 'en utilisant la température: 15 à +55 degrés']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/75022/1.jpg?8671
Haut parleur Bluetooth sans fil,"White Label Haut parleur Bluetooth sans fil avec FM Radio, port carte & clé",Noir,electronique,White Label,9900,"['Produits radio solaire', 'Matière électronique', 'Mode électronique', 'Qualité Bonne', 'Designe cristal']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/14379/1.jpg?8344
ECOBOX EB015S,Ecobox Haut Parleur portatif eb015S,"vert, rouge, bleu",electronique,Ecobox,15000,"['Marque:ECOBOX', 'Model :EB015S', 'Type:Active', 'Utilisation: Mobile Phone, Portable Audio Player, Karaoke Player', 'Chaines: 2 (2.0)', 'Fonction Speciale: Mini, Portable, Wireless, Portable, Wireless,Mini', 'Sotie courant : 7W RMS', 'Support:KaraokeFMUSBAuxTFBlue-toothMobile Phone', 'Couleur:Rouge Vert bleu', 'Fréquence :70HZ-20kHZ', 'SN ratio:≥80dB', 'poids:145g', 'Fonction: Karaoke & Play Music & FM', 'support:FMUSBAuxTFMobile Phone', 'Batterie:Li-polymer battery']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/8911/1.jpg?2692
OBS-52D,Oraimo Speaker Haut Parleur Bluetooth Usb Radio Fm - SoundPro  OBS-52D - Noir,N/A,electronique,Oraimo,25900,"['Type\xa0 : Sound', 'Marque : Oraimo', 'Modèle : OBS 52D', 'Radio FM, USB, lecteur de carte TF', 'Entrée audio, casque, lecture bluetooth, téléphone bluetooth', 'Capacité de la batterie: 1500mAh', 'Batterie : 2000 mAh']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/951101/1.jpg?6485
ZIKR RING,Maison Chapelet electronique ZIKR RING,GRAY SPACE,electronique,Maison,40000,"['Bluetooth : Bluetooth 5.1', 'Systèmes correspondants : Android 5.1 ou iOS 10.0 ou version ultérieure', 'Écran : OLED, 0,49 pouce, 72*40', 'Capacité de la batterie\xa0: 40\xa0mAh, capacité de la batterie du boîtier de charge\xa0: 120\xa0mAh', 'Matière : alliage', 'Bouton : 1 bouton', 'Port de charge : Pogo Pin', 'Capteurs\xa0: moteur de vibration', 'Taille : 22 mm (version en alliage de zinc uniquement, poids 21,3 g), 20 mm', 'Poids\xa0: 11,7\xa0g', ""Heures de travail théoriques : La batterie de l'anneau et le boîtier de charge offrent tous deux 15 jours d'utilisation de l'anneau dans des conditions normales.""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/532121/1.jpg?2176
