Nom,prix,link,marque,Description,modele,couleur,cathegorie,identification,file_name
Generic Auriculaires Monster Airmars XKT09 - Aluminium Case - Autonomie 24H,28990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/848911/1.jpg?7645,Generic,"['Version Bluetooth: 5.2 Distance de détection: 10-15 mètres', 'Temps de lecture: 3-4 heures', 'Réduction intelligente du bruit: Oui', 'Temps de veille: 6 heures', 'Chargement des écouteurs: 1 heure', 'Chargement de la boîte de rangement: 1-2 heures']",XKT09,Bleu,telephone-tablette,6083,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6083_Generic_Auriculaires_Monster_Airmars_XKT09_-_Aluminium_Case_-_Autonomie_24H.jpg
Generic Power Bank Charge Rapide 10000 mAh Banques d’alimentation portable- Noir,6999,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/015711/1.jpg?0811,Generic,"['Modèle: 2S', ""Matériel: alliage d'aluminium"", 'Capacité: 20000mA.h', ""Interface d'entrée: Micro USB"", 'Sortie USB: 2 USB (USB-A)', 'Dimensions: 135 * 65 * 25 mm', 'Couleur: noir  blanc']",Power bank avec  4 câbles,Noir,telephone-tablette,6084,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6084_Generic_Power_Bank_Charge_Rapide_10000_mAh_Banques_d_alimentation_portable-_Noir.jpg
FINEBLUE Batterie Externe Powerbank  Smartphones - 10000mAh - Garantie 3 Mois (+Ventilo Offert),12500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/62979/1.jpg?7968,FINEBLUE,"['Type Produit : Power Bank', 'Modèle : MP936', 'Couleur : Blanc', 'Système de charge ultra rapide (fast-charge)', 'Charge 2 fois ou plus votre smartphone a 100%', 'Tableau numérique q', 'Micro USB (entrée), USB (sortie)', '(5V2A ) câble de charge types C et type B', '(5V2A) sur les deux 2 port USB', 'Deux port types B et C pour le recharger', 'Format slimé (non encombrant)']",10000 mAh,Noir/Blanc,telephone-tablette,6085,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6085_FINEBLUE_Batterie_Externe_Powerbank__Smartphones_-_10000mAh_-_Garantie_3_Mois___Ventilo_Offert_.jpg
XIAOMI Power Bank 20000mAh 50 W  Powerbank  - Noir,45000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/66589/1.jpg?5704,XIAOMI,"['Charge pour ordinateur portable 45 W', 'Charge mobile 50 W', 'Recharge hypersonique 45W', 'Se recharge en seulement 3h50', 'Mi Power Bank Hypersonic 20000mAh 50W']",PB2050SZM,Noir,telephone-tablette,6086,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6086_XIAOMI_Power_Bank_20000mAh_50_W__Powerbank__-_Noir.jpg
"Realme C21 - 4G - 6.5"" - RAM 4Go - ROM 64Go - Caméra 13+2MP+2MP /5MP - 5000mAh - Noir",75800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/482401/1.jpg?7417,Realme,"['\u200bType Produit : Smartphone', 'Marque : Realme', 'Modèle : C21', 'Taille écran : 6.5', '4G', 'Android 10, Realme UI', ""Résolution d'affichage : HD+ 720x1600 pixels"", 'RAM : 4Go', 'ROM : 64Go', 'Dual SIM', 'Processeur : Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)', 'Caméra principale : 13MP + 2MP + 2MP', 'Caméra secondaire (selfie) : 5MP Megapixels', 'GPS : OUI', 'Bluetooth : OUI', 'USB : OUI', 'Radio FM : OUI', ""Lecteur d'empreintes digitales : OUI"", 'Batterie : 5000mAh']",C21,Noir,telephone-tablette,6087,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6087_Realme_C21_-_4G_-_6.5__-_RAM_4Go_-_ROM_64Go_-_Cam_ra_13_2MP_2MP__5MP_-_5000mAh_-_Noir.jpg
Samsung Coque Galaxy S22 Smart LED View,25000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/242201/1.jpg?9617,Samsung,"[""L'affichage LED permet de consulter rapidement les notifications"", 'Grand choix de symboles LED différents', 'Compartiment intégré pour cartes de visite', 'Le revêtement antibactérien te protège des différentes bactéries*.', ""Protection de l'écran, du cadre et du dos contre les rayures et les chocs""]",S22,black,telephone-tablette,6088,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6088_Samsung_Coque_Galaxy_S22_Smart_LED_View.jpg
Samsung Galaxy A53 Smart Led View Cover_Black,15000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/293711/1.jpg?9413,Samsung,[],Pochette Galaxy A53,NOIR,telephone-tablette,6089,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6089_Samsung_Galaxy_A53_Smart_Led_View_Cover_Black.jpg
"Tecno POP 7 - Ecran 6.6"" HD - ROM 64Go - RAM 2Go - Dual SIM – 5000mAh - Noir",50900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/086121/1.jpg?9334,Tecno,"['Type produit : Smartphone', 'Marque : TECNO', 'Modèle :\xa0BF6', 'Nom : Pop 7', 'Dual SIM', 'Taille écran : 6.6""', 'Résolution : HD', 'ROM : 64Go', 'RAM : 2Go', 'Batterie : 5000mAh', ""Lecteur d'empreintes digitales"", 'Reconnaissance faciale', 'GPS : OUi']",pop7,noir,telephone-tablette,6090,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6090_Tecno_POP_7_-_Ecran_6.6__HD_-_ROM_64Go_-_RAM_2Go_-_Dual_SIM___5000mAh_-_Noir.jpg
BEBE TAB Tablette éducative pour enfant - Bleu - Bébé Tab,32000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/226411/1.jpg?9810,BEBE TAB,"['Tablette pour enfants', 'Marque: Bébé Tab', ""Taille de l'écran: 7 pouces"", 'RAM: 2Go', 'Espace de stockage: 32Go', ""Accompagnée d'une protection"", 'Couleur de la protection: Bleu', 'Matière de la protection: Silicone']",Tablette éducative pour enfant - Bleu - Bébé Tab,Bleu,telephone-tablette,6091,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6091_BEBE_TAB_Tablette__ducative_pour_enfant_-_Bleu_-_B_b__Tab.jpg
Nillikin Protection Ecran Antichoc Blindée verre trempée Iphone 12 /12 Pro,5000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/027001/1.jpg?9598,Nillikin,"['Modele: Nillkin Amazing H+ Pro', 'Qualité: Pemuim', ""H + Pro = 0.2mm, bord d'arc 2,5d, c'est plus sûr et plus solide"", '0.3mm avec technologie de découpe CNC précise', ""Résistance au frottement d'huile et prévention et filtrage efficaces des rayons ultraviolets"", 'Verre AGC et récolte la nanotechnologie', ""Transmission super élevée et restauration élevée de la couleur originale de l'écran"", ""Supporte le revêtement anti-éblouissement pour prévenir le dérivé de l'éblouissement"", ""Verre trempé, sa dureté\xa0jusqu'à 9H; Fleurs et éclatement résistants aux rayures""]",Iphone 12 /12 Pro,transparent,telephone-tablette,6092,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6092_Nillikin_Protection_Ecran_Antichoc_Blind_e_verre_tremp_e_Iphone_12__12_Pro.jpg
Generic Enceinte portable Bluetooth Enceinte de lecture sans fil avec insertion de carte SD,4950,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/314121/1.jpg?2970,Generic,"['Paramètres du produit', 'Connexion : Bluetooth, auxiliaire, clé USB, carte TF', 'Matériau : ABS (Acrylonitrile Butadiene Styrene)', 'Puissance de sortie : 5W * 2', 'Alimentation : 5V USB', 'Capacité de la batterie : 1200 mAh', 'Distance effective : 10 mètres', ""Niveau d'étanchéité : non étanche"", 'Durée de lecture maximale : 2 - 4 heures', 'Rapport signalbruit ≥ 85db', 'Réponse en fréquence : 100Hz - 20KHz']",Subwoofer bluetooth portable Haut-parleur sans fil,Ferreux,telephone-tablette,6093,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6093_Generic_Enceinte_portable_Bluetooth_Enceinte_de_lecture_sans_fil_avec_insertion_de_carte_SD.jpg
Oraimo Riff Smaller For Comfort True Écouteurs sans fil Rouge,15900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/216001/1.jpg?0059,Oraimo,"['Type Produit : Smartphone', 'Marque :\xa0Oraimo', 'Version Bluetooth: V4.1', 'Gamme de conversation: 10m', 'Capacité de la batterie: 200mAh', 'Temps de veille: 200 heures', 'Temps de conversation: 8 heures', 'Temps de lecture de la musique: 8 heures', 'Couleur : Blanc']",Écouteurs,Rouge,telephone-tablette,6094,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6094_Oraimo_Riff_Smaller_For_Comfort_True__couteurs_sans_fil_Rouge.jpg
Sovo Power bank sovo  20000 MAH NOIR,18000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/431121/1.jpg?6344,Sovo,"['Produit power bank', 'Marque sovo', 'Couleur noire', 'Batterie 20000MAH']",PD108 20000MAH,NOIRE,telephone-tablette,6095,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6095_Sovo_Power_bank_sovo__20000_MAH_NOIR.jpg
FINEBLUE Batterie Externe Powerbank Pour Sjmartphones - 10000mAh - Garantie 3 Mois,7000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/85016/1.jpg?7105,FINEBLUE,"['Type Produit : Power Bank', 'Modèle : MP936', 'Couleur : Blanc', 'Système de charge ultra rapide (fast-charge)', 'Charge 2 fois ou plus votre smartphone a 100%', 'Tableau numérique q', 'Micro USB (entrée), USB (sortie)', '(5V2A ) câble de charge types C et type B', '(5V2A) sur les deux 2 port USB', 'Deux port types B et C pour le recharger', 'Format slimé (non encombrant)']",10000 mAh,Noir/Blanc,telephone-tablette,6096,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6096_FINEBLUE_Batterie_Externe_Powerbank_Pour_Sjmartphones_-_10000mAh_-_Garantie_3_Mois.jpg
Generic Montre connectée Smartwatch Bracelet Sport Fitness Bluetooth Android iOS,12900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/91288/1.jpg?5688,Generic,"['Possibilité de recevoir des messages SMS et passer des appels en se connectant avec BT', 'Mesure de la pression artérielle', 'Mesure de la fréquence cardiaque', 'Inclut une variété de cadrans sympas', 'Comporte\xa0deux styles de menu principal pour que vous puissiez basculer librement']",Smart Watch,Black,telephone-tablette,6098,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6098_Generic_Montre_connect_e_Smartwatch_Bracelet_Sport_Fitness_Bluetooth_Android_iOS.jpg
Generic Montre Connectée - Smartwatch A1 - Noir/Gris,12510,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/19599/1.jpg?3280,Generic,"['CPU : MTK6260A 533MHz', 'Réseau & connectivité :', 'Carte SIM : carte SIM seule (Micro SIM Card) peut être aussi un téléphone', 'Frequency : GSM 85090018001900 MHz', 'Bluetooth : Bluetooth 3.0', ""Storage: RAM 128M, ROM 64M ; Mémoire externe : soutien TF carte jusqu'à 32 Go"", 'Display : 1,56 pouces LCD TFT, 240 x 240 pixels', 'Camera : 2,0 M', 'Vidéo enregistrement : soutien', 'Battery : 450 mAh', 'Temps de parole: 4-5 heures', 'Veille temps : 180 heures', 'SMS : Support', 'USB Port : Mini USB 5 broches interface', 'Languages : anglais, italien, allemand, néerlandais, espagnol, polonais, turc, portugais, russe']",Smartwatch A1,Noir,telephone-tablette,6099,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6099_Generic_Montre_Connect_e_-_Smartwatch_A1_-_Noir_Gris.jpg
Samsung Galaxy A34 5G RAM 6Go - ROM 128Go - Green,203500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/732911/1.jpg?5616,Samsung,"['Taille d\'écran\xa0: 16,65 cm (6,6"" dans le rectangle\ncomplet)  16,21 cm (6,4"" en tenant compte des angles arrondis)', 'Résolution\xa0: 1080 x 2340 (FHD+)', 'Technologie\xa0: Super AMOLED', 'Fréquence de rafraîchissement maximale (écran principal)\xa0:\n120 Hz', 'Résolution de caméra principale (multiple)\xa0: 48.0 MP +\n8.0 MP + 5.0 MP', 'Résolution vidéo en enregistrement\xa0: UHD 4K (3840 x\n2160) @30fps', 'Mémoire\xa0: 6 giga', 'Stockage\xa0: 128 giga', 'Mémoire disponible (Go)*\xa0: 101.0', ""Support mémoire externe\xa0: MicroSD (jusqu'à 1To)""]",A34,Green,telephone-tablette,6100,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6100_Samsung_Galaxy_A34_5G_RAM_6Go_-_ROM_128Go_-_Green.jpg
Generic Montre Connectée - Smart Watch -T 900 PRO Serie 7 - Bleu,9900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/103911/1.jpg?3005,Generic,"['Matière de Bracelet: Silicone', ""Matériau de l'étui: Alliage"", 'Forme du cadran: Rectangulaire', 'Taille du Cadran: 1,75 pouces', 'Taille de Bracelet: 150-220MM', ""Analyse de données d'électrocardiogramme"", ""Podomètre sports, consommation de calories, tachygraphe d'exercice"", 'Rappel sédentaire rappelle le mouvement, et changer de style de vie non sain', 'PSG objectif et enregistrement quantitative et analysez votre science du sommeil', ""Trouvez le téléphone dispose d'un rappel anti-perte. Bi-recherchez"", 'Contrôle de lecture de musique Bluetooth lecteur de musique pour téléphone portable', 'Appels à rappeler à la prise en charge', 'Bluetooth version 3.0, 4.0 et prise en charge du téléphone Bluetooth', 'Capacité de la batterie et polymère de haute capacité 220MAH', 'Prise en charge du moteur à vibration', 'Langues prises en charge: français, anglais, espagnol, allemand..', 'Autres caractéristiques réveil, calendrier, chronomètre']",Smart Watch,Bleu,telephone-tablette,6102,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6102_Generic_Montre_Connect_e_-_Smart_Watch_-T_900_PRO_Serie_7_-_Bleu.jpg
Ottugi Power bank magnetique 10000MAH pour iphone 8 A 14 PRO MAX,19450,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/332121/1.jpg?4348,Ottugi,"['Produit power bank 10000MAH', 'Modele 8 A 14 PRO MAX', 'Couleur Noire', 'Batterie 10000MAH', 'CABLE']",8 A 14,NOIR,telephone-tablette,6104,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6104_Ottugi_Power_bank_magnetique_10000MAH_pour_iphone_8_A_14_PRO_MAX.jpg
"Tecno Spark 10 Pro - 6.8"" - ROM 128Go - RAM 8Go - Photo 50MP - 5000mAh- Noir",105000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/459911/1.jpg?1023,Tecno,"['Spark 10 Pro', 'Tecno', '32MP Ultra clair Selfie lumineux', 'Processeur de jeu G88', 'Verre étoilé résistant', '128 Go ROM + 8Go de RAM', 'Caméra arrière ultra claire 50MP', '5000mAh Super Batterie + 18W Charge rapide', 'Taux de rafraîchissement FHD + 6 Hz de 8,90 po', 'Android13 – HiOS 12.6', 'Hauteur: 168.41mm', 'Largeur: 76.21mm', 'Épaisseur: 8.46mm', '6,8 pouces FHD + 90 Hz', 'Résolution 1080*2460', 'Helio G88, Octa-core', '5000mAh (typ) + 18W', 'Android™ T', 'Réseau et connectivité', '2G', '3G', '4G', 'GPS', 'WIFI', 'FM', 'Bluetooth', 'OTG', 'NFC', 'Caméra et interface', 'Caméra frontale 32MP avec double flash', '50MP AI Triple caméra arrière avec double flash', 'Capteur', 'G-Capteur', 'Boussole électronique', 'Capteur de lumière ambiante', 'Capteur de proximité', 'Capteur d’empreintes digitales latéral']",spark 10,noir,telephone-tablette,6105,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6105_Tecno_Spark_10_Pro_-_6.8__-_ROM_128Go_-_RAM_8Go_-_Photo_50MP_-_5000mAh-_Noir.jpg
Generic Housse de portefeuille pour Samsung Galaxy A12-Noir,20000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/828911/1.jpg?1924,Generic,"['Modèle Samsung compatible :\xa0Samsung A12 clapet', 'Matériel : Silicone', 'Fonction : Résistante à la saleté, Heavy Duty Protection, Antichoc', 'Type : étui de téléphone ajusté, tout noir et doux avec portefeuille', 'Conception : anti-détonation, antichoc, dure et résistante, avec poche de carte et portemonnaie', 'Caractéristiques : Phone Case, magnétique, anti-empreintes digitales, anti-rayures, étanche à la poussière, avec support, résistant à l’eau, avec fonction de clip', 'Forme :\ncouvercle rabattable comme support de téléphone, protection complète de l’écran\nde votre téléphone']",Solide,Noir,telephone-tablette,6106,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6106_Generic_Housse_de_portefeuille_pour_Samsung_Galaxy_A12-Noir.jpg
Samsung Galaxy S21 Plus Smart LED View Cover,20000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/644121/1.jpg?2034,Samsung,"['Affichage des informations', 'Contrôle de la musique', 'Protection', 'Fonction réveilveille automatique', 'Protection anti-microbienne certifiée UL']",Galaxy S21,Noir,telephone-tablette,6107,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6107_Samsung_Galaxy_S21_Plus_Smart_LED_View_Cover.jpg
Oraimo ECOUTEUR BLUETOOTH ORAIMO AIR R02,12800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/62799/1.jpg?0639,Oraimo,"['Version Bluetooth: 5.2 Distance de détection: 10-15 mètres', 'Temps de lecture: 4-5 heures', 'Réduction intelligente du bruit: Oui', 'Temps de veille: 12 heures', 'Chargement des écouteurs: 1 heure', 'Chargement de la boîte de rangement: 1-2 heures', 'BATTERIE 400 MAH']",AIR R02,BLANCHE,telephone-tablette,6108,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6108_Oraimo_ECOUTEUR_BLUETOOTH_ORAIMO_AIR_R02.jpg
Samsung Pochette Samsung S9 Etui Led View - Bleu,17500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/990121/1.jpg?1305,Samsung,"['Notifications\nfaciles', 'Gardez-le\nà portée de main', 'Protection\naméliorée', 'Un\nobjet de luxe entre vos mains', 'Discrètement emballé et bien protégé', 'Doux au toucher', 'Couleur : Bleu', 'Modèle : Samsung S9']",Samsung Galaxy S9,Bleu,telephone-tablette,6109,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6109_Samsung_Pochette_Samsung_S9_Etui_Led_View_-_Bleu.jpg
Generic Casque  MS771Audio Sans Fil Bleutooth multicolore Noir,9500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/792711/1.jpg?6991,Generic,"['Produit: Casque Audio sans fil\xa0Bluetooth', ""Unité d'entraînement: 40 mm de diamètre"", 'Prise en charge de la version sans fil 4.2 vers le bas', 'Compatible avec la version 4.2', 'étendue des travaux: 10 mètres', 'Câble de charge USB: entrée CA 110-220 V entrée 5 V', 'Temps de conversation: 6 heures', ""Autonomie en veille: jusqu'à 15 heures"", 'Technologie de réduction du bruit: processus de signal DPS', 'soutenir la fonction A2DP', 'Capacités de contrôle à distance AVRCP', ""prise en charge de la commutation automatique vers la fonction d'appel entrant"", 'avec la fonction de recomposition du numéro de fin', 'Pilier grand et petit volume', 'fonction de sélection avant en arrière fonction pause', 'compatible avec les normes ROHS']",ST33,N/A multicolore,telephone-tablette,6110,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6110_Generic_Casque__MS771Audio_Sans_Fil_Bleutooth_multicolore_Noir.jpg
"Redmi XIAOMI Redmi A2+- 2 Sim - 4G - 6.52"" - 3Go - 64Go - 8Mpx – 5000mAh -bleu noir",75900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/528121/1.jpg?0478,Redmi,[],A2 plus,noir bleu,telephone-tablette,6111,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6111_Redmi_XIAOMI_Redmi_A2_-_2_Sim_-_4G_-_6.52__-_3Go_-_64Go_-_8Mpx___5000mAh_-bleu_noir.jpg
Kgtel telephone kgtel k-N0.1,8400,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/648121/1.jpg?5990,Kgtel,[],K-N0.2,Black,telephone-tablette,6112,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6112_Kgtel_telephone_kgtel_k-N0.1.jpg
Generic ECOUTEUR BLUETOOTH - TWS Pro 8s,9500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/170401/1.jpg?6158,Generic,"['Charge rapide.', 'Technologie audio', 'Réduction active du bruit', 'Mode Transparence', 'Égalisation adaptative', 'Système d’évents pour égaliser la pression auriculaire']",TWS Pro 8s,BLANC,telephone-tablette,6113,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6113_Generic_ECOUTEUR_BLUETOOTH_-_TWS_Pro_8s.jpg
Oraimo Chargeur Secteur Rapide - Garantie 1 an - Noir,2000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/643121/1.jpg?5912,Oraimo,"['Marque :\xa0Oraimo', 'Modèle : CU-60AR', 'Entrée : 100-240V – 5060Hz 500mA', 'Sortie : 5.0V =2.0A', 'Longueur du câble = 1 mètre']",chargeur smartphone oraimo,Noir,telephone-tablette,6114,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6114_Oraimo_Chargeur_Secteur_Rapide_-_Garantie_1_an_-_Noir.jpg
Generic Ecouteurs stéréo Bluetooth Intra-Auriculaires sans Fil - NW-M9X - Blanc,9490,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/32104/1.jpg?9293,Generic,"['Technologie sans fil', 'Connexions : Ecouteur', 'Bluetooth : Bluetooth distance: 10 mètres', ""Alimentation et batterie 1h temps de charge Ecouteur avec boîtier de charge Plus\xa0 d'une heure en cas d’écoute musique."", 'Jusqu’à 10 heures en mode veille.', 'Note :\xa0Un seul écouteur fonctionne en acceptant les appels']",0.05,Blanche,telephone-tablette,6115,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6115_Generic_Ecouteurs_st_r_o_Bluetooth_Intra-Auriculaires_sans_Fil_-_NW-M9X_-_Blanc.jpg
Generic Ecouteur bluetooth - PRO 6S,10000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/217401/1.jpg?7267,Generic,"['ISOLATEUR DE BRUIT', 'COMPATIBLE AVEC IOS ET ANDROID', 'BLUETOOTH 5.0', 'BOÎTE AUTO-RECHARGEABLE', 'Contact (physique)']",Pro6s,Blanc,telephone-tablette,6116,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6116_Generic_Ecouteur_bluetooth_-_PRO_6S.jpg
"Tecno POP 7 Pro - 4G - Ecran 6.6"" - Ram 3Go - ROM 64Go - Batterie 5000mAh - Orange",65000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/466121/1.jpg?1830,Tecno,"['TECNO POP 7 Pro', 'Mémoire 64GB – RAM 3 – Photo 13Mpx – Ecran 6.56″', 'Appareil photo Dual IA de 13 MP', '5 000 mAh Type-C', 'Grande mémoire', 'Empreintes digitales à l’arrière', 'Design tendance', 'Hauteur : 163,86 mm', 'Largeur : 75,51 mm', 'Épaisseur : 8,9 mm', 'Android 12', 'Quad-Core', '720*1612', 'Écran HD+ Dot Notch de 6,6 po', 'Appareil photo avant avec double flash de 5 MP', 'Appareils photo arrière IA avec double flash de 13 MP', 'Réseau et connectivité; GPS ; Wi-Fi; FM; OTG; bluetooth', 'Appareil photo et interface: Appareil photo avant avec double flash de 5 MP; Appareils photo arrière IA avec double flash de 13 MP', 'Détecteur: Détecteur G; Empreintes digitales; Le capteur de lumière ambiante et de distance', 'Dimensions 163,9 x 75,5 x 8,9 mm (6,45 x 2,97 x 0,35 pouces)', 'Construire Façade en verre, dos en plastique, cadre en plastique', 'Simulateur Double SIM (Nano-SIM, double veille)']",Tecno Pop 7 Pro,Orange,telephone-tablette,6117,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6117_Tecno_POP_7_Pro_-_4G_-_Ecran_6.6__-_Ram_3Go_-_ROM_64Go_-_Batterie_5000mAh_-_Orange.jpg
Tecno Spark 10C – Écran 6.6″ – ROM 128Go – RAM 4GB – Caméra 13/8,78000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/180301/1.jpg?7342,Tecno,"['Type Produit : Smartphone', 'Marque : Tecno', 'Modèle : Tecno Spark 8C', 'RAM : 4GB', 'ROM : 128GB', 'SIM : Double SIM', 'Caméra principale :\xa0 13 Mégapixels', 'Caméra secondaire : 8 Mégapixels', 'Bluetooth : OUI', 'GPS : OUI', 'USB : OUI', 'Batterie : 5000mAh']",Spark 10C,Bleu turquoise,telephone-tablette,6118,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6118_Tecno_Spark_10C____cran_6.6____ROM_128Go___RAM_4GB___Cam_ra_13_8.jpg
"Tecno Spark 10 - 6.6"" - ROM 128Go - RAM 8Go Extensible Jusqu'à 16 Go - Photo 50MP - 5000mAh - Garantie 12 Mois - Bleu",95000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/476021/1.jpg?2068,Tecno,"['Type Produit : Smartphone', 'Marque : TECNO', 'Modèle : KI5Q', 'Serie: TECNO SPARK 10', 'IDA ENGINE 3.0', 'Téléchargement via Cellulaire plus rapide de 45%, Wifi de 300%, et Réseau de Camp de 90%.', 'ELLA 2.0', 'Un assistant digne de confiance, réactif et intelligent qui parle anglais, français et haoussa nigérian.', ""MODE ULTRA ÉCONOMIE D'ÉNERGIE"", ""Une excellente optimisation de l'énergie qui améliore de 30 % l'autonomie globale de la batterie."", 'AI GALLERY 5.0', 'Album géré par un algorithme qui classe les photos, recommande des couvertures et trie vos albums.', 'Résumé', 'Appareil photo arrière ultra clair de 50 mégapixels', '8MP Selfie lumineux avec double flash', 'Design iconique', '5000mAh Super Battery+18W Fast Charge', '128GB ROM , 16GB RAM(8GB Extended RAM)', '6.6"" HD+90Hz taux de rafraîchissement', 'Spécifications', 'Hauteur : 163,89 mm', 'Largeur : 75,39 mm', 'Épaisseur : 8,40 mm', 'Taux de rafraîchissement de 6,6"" HD+90Hz', 'Résolution 720*1612', 'Octa-core', '128GB ROM', '16GB RAM', '5000mAh(typ)+18W', 'Android 13', 'Réseau et connectivité', '2G', '3G', '4G', 'GPS', 'WIFI 2.4+5GHz', 'FM', 'GNSS', 'Type-C', 'NFC', 'Appareil photo et interface', 'Appareil photo arrière ultra clair de 50 mégapixels', '8MP Selfie lumineux avec double flash', 'Garantie: 12 mois']",Tecno Spark 10,Bleu,telephone-tablette,6120,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6120_Tecno_Spark_10_-_6.6__-_ROM_128Go_-_RAM_8Go_Extensible_Jusqu___16_Go_-_Photo_50MP_-_5000mAh_-_Garantie_12_Mois_-_Bleu.jpg
